scenario_id,scenario_text,teacher_vulnerability_type,teacher_severity,teacher_confidence,difficulty_level
graphql_introspection_hard_6229,通過分析請求參數與響應差異，識別出 Schema 暴露 漏洞，關鍵指標為 __type,graphql_introspection,0.6,0.75,hard
jwt_attack_hard_7001,通過分析請求參數與響應差異，識別出 簽名繞過 漏洞，關鍵指標為 bearer,jwt_attack,0.8,0.75,hard
ssrf_medium_5505,在 HTTP 響應中發現 內部服務 相關的 127.0.0.1 模式,ssrf,0.8,0.85,medium
jwt_attack_easy_3827,檢測到 算法混淆 特徵：bearer,jwt_attack,0.8,0.95,easy
sql_injection_easy_3417,檢測到 時間延遲 特徵：syntax error,sql_injection,0.85,0.95,easy
xss_medium_6370,在 HTTP 響應中發現 DOM 操作 相關的 innerHTML 模式,xss,0.75,0.85,medium
xss_easy_2712,檢測到 事件處理器 特徵：onerror=,xss,0.75,0.95,easy
rce_medium_7632,在 HTTP 響應中發現 命令注入 相關的 system( 模式,rce,0.95,0.85,medium
ssrf_medium_3556,在 HTTP 響應中發現 文件協議 相關的 169.254.169.254 模式,ssrf,0.8,0.85,medium
ssrf_easy_5578,檢測到 內部服務 特徵：file://,ssrf,0.8,0.95,easy
rce_medium_9831,在 HTTP 響應中發現 命令注入 相關的 system( 模式,rce,0.95,0.85,medium
idor_medium_5066,在 HTTP 響應中發現 直接對象引用 相關的 unauthorized access 模式,idor,0.7,0.85,medium
jwt_attack_medium_8105,在 HTTP 響應中發現 令牌偽造 相關的 JWT 模式,jwt_attack,0.8,0.85,medium
ssrf_medium_8666,在 HTTP 響應中發現 文件協議 相關的 metadata 模式,ssrf,0.8,0.85,medium
rce_medium_6568,在 HTTP 響應中發現 命令注入 相關的 exec( 模式,rce,0.95,0.85,medium
idor_easy_6465,檢測到 橫向越權 特徵：account=,idor,0.7,0.95,easy
real_103_4338,2）在處理 HTTP 請求 URL 時存在缺陷。WebWork 會將 URL 中的某些部分解析為 OGNL（Object-Graph Navigation Language）表達式。OGNL 是一種強,rce,0.95,0.8,medium
rce_hard_5899,通過分析請求參數與響應差異，識別出 命令注入 漏洞，關鍵指標為 exec(,rce,0.95,0.75,hard
graphql_introspection_medium_4957,在 HTTP 響應中發現 內省查詢 相關的 introspection 模式,graphql_introspection,0.6,0.85,medium
rce_hard_5357,通過分析請求參數與響應差異，識別出 代碼執行 漏洞，關鍵指標為 exec(,rce,0.95,0.75,hard
rce_medium_9168,在 HTTP 響應中發現 表達式解析 相關的 exec( 模式,rce,0.95,0.85,medium
sql_injection_easy_2911,檢測到 UNION 查詢 特徵：syntax error,sql_injection,0.85,0.95,easy
ssrf_easy_9344,檢測到 雲端元數據 特徵：169.254.169.254,ssrf,0.8,0.95,easy
jwt_attack_easy_4953,檢測到 簽名繞過 特徵：eyJ,jwt_attack,0.8,0.95,easy
jwt_attack_hard_5605,通過分析請求參數與響應差異，識別出 算法混淆 漏洞，關鍵指標為 JWT,jwt_attack,0.8,0.75,hard
rce_medium_6955,在 HTTP 響應中發現 代碼執行 相關的 ${jndi: 模式,rce,0.95,0.85,medium
sql_injection_easy_6701,檢測到 數據庫錯誤訊息 特徵：error in your sql,sql_injection,0.85,0.95,easy
graphql_introspection_hard_7074,通過分析請求參數與響應差異，識別出 Schema 暴露 漏洞，關鍵指標為 introspection,graphql_introspection,0.6,0.75,hard
rce_easy_1149,檢測到 代碼執行 特徵：OGNL,rce,0.95,0.95,easy
real_52_3781,# 現代 Web 架構安全性深度剖析：針對 GraphQL、REST API、WebSocket 與 JWT 之自動化漏洞檢測與防禦機制研究報告 ## 1.,jwt_attack,0.8,0.8,medium
idor_easy_5469,檢測到 橫向越權 特徵：unauthorized access,idor,0.7,0.95,easy
rce_medium_2044,在 HTTP 響應中發現 代碼執行 相關的 SpEL 模式,rce,0.95,0.85,medium
xss_medium_2070,在 HTTP 響應中發現 事件處理器 相關的 <script> 模式,xss,0.75,0.85,medium
jwt_attack_easy_6055,檢測到 令牌偽造 特徵：bearer,jwt_attack,0.8,0.95,easy
ssrf_easy_2465,檢測到 文件協議 特徵：localhost,ssrf,0.8,0.95,easy
idor_medium_2048,在 HTTP 響應中發現 橫向越權 相關的 unauthorized access 模式,idor,0.7,0.85,medium
graphql_introspection_easy_9177,檢測到 內省查詢 特徵：introspection,graphql_introspection,0.6,0.95,easy
graphql_introspection_hard_9092,通過分析請求參數與響應差異，識別出 API 偵查 漏洞，關鍵指標為 __schema,graphql_introspection,0.6,0.75,hard
rce_hard_2613,通過分析請求參數與響應差異，識別出 命令注入 漏洞，關鍵指標為 system(,rce,0.95,0.75,hard
jwt_attack_medium_9059,在 HTTP 響應中發現 簽名繞過 相關的 eyJ 模式,jwt_attack,0.8,0.85,medium
real_82_3765,| pg_sleep(N) | 內建函數，接受秒數作為參數。Payload 如 ; SELECT pg_sleep(10)--。 | <sup>4</sup> | | **MSSQL** | WAIT,sql_injection,0.85,0.8,medium
rce_easy_1678,檢測到 表達式解析 特徵：${jndi:,rce,0.95,0.95,easy
xss_medium_5687,在 HTTP 響應中發現 DOM 操作 相關的 onerror= 模式,xss,0.75,0.85,medium
ssrf_medium_5639,在 HTTP 響應中發現 文件協議 相關的 localhost 模式,ssrf,0.8,0.85,medium
real_68_4551,ence OGNL Injection、Microsoft Exchange ProxyShell、F5 BIG-IP iControl Bypass、Citrix NetScaler Bleed、J,rce,0.95,0.8,medium
xss_medium_6633,在 HTTP 響應中發現 事件處理器 相關的 <script> 模式,xss,0.75,0.85,medium
jwt_attack_easy_1593,檢測到 令牌偽造 特徵：eyJ,jwt_attack,0.8,0.95,easy
rce_medium_1127,在 HTTP 響應中發現 命令注入 相關的 OGNL 模式,rce,0.95,0.85,medium
ssrf_medium_8898,在 HTTP 響應中發現 文件協議 相關的 169.254.169.254 模式,ssrf,0.8,0.85,medium
ssrf_medium_2155,在 HTTP 響應中發現 內部服務 相關的 metadata 模式,ssrf,0.8,0.85,medium
ssrf_medium_6743,在 HTTP 響應中發現 文件協議 相關的 localhost 模式,ssrf,0.8,0.85,medium
sql_injection_hard_1398,通過分析請求參數與響應差異，識別出 UNION 查詢 漏洞，關鍵指標為 error in your sql,sql_injection,0.85,0.75,hard
idor_medium_7846,在 HTTP 響應中發現 權限繞過 相關的 object reference 模式,idor,0.7,0.85,medium
idor_medium_4253,在 HTTP 響應中發現 橫向越權 相關的 unauthorized access 模式,idor,0.7,0.85,medium
ssrf_easy_5829,檢測到 內部服務 特徵：metadata,ssrf,0.8,0.95,easy
graphql_introspection_medium_6702,在 HTTP 響應中發現 內省查詢 相關的 __type 模式,graphql_introspection,0.6,0.85,medium
ssrf_medium_2770,在 HTTP 響應中發現 內部服務 相關的 localhost 模式,ssrf,0.8,0.85,medium
rce_easy_7683,檢測到 表達式解析 特徵：system(,rce,0.95,0.95,easy
rce_medium_4688,在 HTTP 響應中發現 表達式解析 相關的 SpEL 模式,rce,0.95,0.85,medium
jwt_attack_easy_5428,檢測到 算法混淆 特徵：JWT,jwt_attack,0.8,0.95,easy
graphql_introspection_medium_2827,在 HTTP 響應中發現 API 偵查 相關的 GraphQL 模式,graphql_introspection,0.6,0.85,medium
graphql_introspection_hard_8258,通過分析請求參數與響應差異，識別出 內省查詢 漏洞，關鍵指標為 __type,graphql_introspection,0.6,0.75,hard
graphql_introspection_easy_4762,檢測到 Schema 暴露 特徵：__type,graphql_introspection,0.6,0.95,easy
jwt_attack_medium_6154,在 HTTP 響應中發現 令牌偽造 相關的 bearer 模式,jwt_attack,0.8,0.85,medium
sql_injection_hard_6160,通過分析請求參數與響應差異，識別出 時間延遲 漏洞，關鍵指標為 SLEEP(,sql_injection,0.85,0.75,hard
jwt_attack_hard_7852,通過分析請求參數與響應差異，識別出 算法混淆 漏洞，關鍵指標為 token,jwt_attack,0.8,0.75,hard
rce_easy_9329,檢測到 代碼執行 特徵：${jndi:,rce,0.95,0.95,easy
xss_medium_9829,在 HTTP 響應中發現 事件處理器 相關的 javascript: 模式,xss,0.75,0.85,medium
idor_medium_4613,在 HTTP 響應中發現 橫向越權 相關的 unauthorized access 模式,idor,0.7,0.85,medium
graphql_introspection_easy_7427,檢測到 內省查詢 特徵：__schema,graphql_introspection,0.6,0.95,easy
ssrf_easy_8942,檢測到 雲端元數據 特徵：169.254.169.254,ssrf,0.8,0.95,easy
sql_injection_medium_8466,在 HTTP 響應中發現 數據庫錯誤訊息 相關的 UNION SELECT 模式,sql_injection,0.85,0.85,medium
graphql_introspection_medium_9524,在 HTTP 響應中發現 內省查詢 相關的 __type 模式,graphql_introspection,0.6,0.85,medium
graphql_introspection_easy_6611,檢測到 API 偵查 特徵：__type,graphql_introspection,0.6,0.95,easy
jwt_attack_easy_3484,檢測到 算法混淆 特徵：eyJ,jwt_attack,0.8,0.95,easy
sql_injection_medium_1814,在 HTTP 響應中發現 時間延遲 相關的 error in your sql 模式,sql_injection,0.85,0.85,medium
ssrf_easy_7313,檢測到 內部服務 特徵：169.254.169.254,ssrf,0.8,0.95,easy
sql_injection_easy_8852,檢測到 UNION 查詢 特徵：syntax error,sql_injection,0.85,0.95,easy
sql_injection_easy_2288,檢測到 時間延遲 特徵：syntax error,sql_injection,0.85,0.95,easy
idor_medium_2382,在 HTTP 響應中發現 直接對象引用 相關的 account= 模式,idor,0.7,0.85,medium
idor_hard_6976,通過分析請求參數與響應差異，識別出 直接對象引用 漏洞，關鍵指標為 unauthorized access,idor,0.7,0.75,hard
jwt_attack_medium_7825,在 HTTP 響應中發現 簽名繞過 相關的 token 模式,jwt_attack,0.8,0.85,medium
jwt_attack_hard_1605,通過分析請求參數與響應差異，識別出 令牌偽造 漏洞，關鍵指標為 JWT,jwt_attack,0.8,0.75,hard
idor_medium_3880,在 HTTP 響應中發現 橫向越權 相關的 user_id= 模式,idor,0.7,0.85,medium
rce_hard_7295,通過分析請求參數與響應差異，識別出 表達式解析 漏洞，關鍵指標為 system(,rce,0.95,0.75,hard
graphql_introspection_easy_6822,檢測到 內省查詢 特徵：GraphQL,graphql_introspection,0.6,0.95,easy
xss_medium_1254,在 HTTP 響應中發現 腳本注入 相關的 onerror= 模式,xss,0.75,0.85,medium
sql_injection_easy_8675,檢測到 UNION 查詢 特徵：mysql_fetch,sql_injection,0.85,0.95,easy
sql_injection_medium_5692,在 HTTP 響應中發現 時間延遲 相關的 UNION SELECT 模式,sql_injection,0.85,0.85,medium
xss_medium_7544,在 HTTP 響應中發現 事件處理器 相關的 javascript: 模式,xss,0.75,0.85,medium
graphql_introspection_easy_2530,檢測到 Schema 暴露 特徵：__schema,graphql_introspection,0.6,0.95,easy
sql_injection_hard_1070,通過分析請求參數與響應差異，識別出 時間延遲 漏洞，關鍵指標為 UNION SELECT,sql_injection,0.85,0.75,hard
ssrf_medium_1550,在 HTTP 響應中發現 內部服務 相關的 localhost 模式,ssrf,0.8,0.85,medium
xss_medium_9980,在 HTTP 響應中發現 腳本注入 相關的 javascript: 模式,xss,0.75,0.85,medium
idor_medium_3767,在 HTTP 響應中發現 橫向越權 相關的 account= 模式,idor,0.7,0.85,medium
rce_medium_2297,在 HTTP 響應中發現 表達式解析 相關的 eval( 模式,rce,0.95,0.85,medium
ssrf_medium_6757,在 HTTP 響應中發現 內部服務 相關的 metadata 模式,ssrf,0.8,0.85,medium
idor_hard_2524,通過分析請求參數與響應差異，識別出 直接對象引用 漏洞，關鍵指標為 account=,idor,0.7,0.75,hard
xss_hard_4475,通過分析請求參數與響應差異，識別出 腳本注入 漏洞，關鍵指標為 <script>,xss,0.75,0.75,hard
ssrf_medium_3426,在 HTTP 響應中發現 雲端元數據 相關的 127.0.0.1 模式,ssrf,0.8,0.85,medium
jwt_attack_medium_9477,"在 HTTP 響應中發現 簽名繞過 相關的 ""alg"":""none"" 模式",jwt_attack,0.8,0.85,medium
graphql_introspection_hard_1511,通過分析請求參數與響應差異，識別出 API 偵查 漏洞，關鍵指標為 __schema,graphql_introspection,0.6,0.75,hard
graphql_introspection_medium_1303,在 HTTP 響應中發現 內省查詢 相關的 __type 模式,graphql_introspection,0.6,0.85,medium
idor_medium_6900,在 HTTP 響應中發現 橫向越權 相關的 user_id= 模式,idor,0.7,0.85,medium
rce_easy_3568,檢測到 命令注入 特徵：exec(,rce,0.95,0.95,easy
jwt_attack_medium_5656,在 HTTP 響應中發現 算法混淆 相關的 eyJ 模式,jwt_attack,0.8,0.85,medium
xss_easy_5594,檢測到 DOM 操作 特徵：javascript:,xss,0.75,0.95,easy
sql_injection_medium_6869,在 HTTP 響應中發現 UNION 查詢 相關的 mysql_fetch 模式,sql_injection,0.85,0.85,medium
idor_medium_9759,在 HTTP 響應中發現 橫向越權 相關的 user_id= 模式,idor,0.7,0.85,medium
ssrf_easy_7636,檢測到 內部服務 特徵：169.254.169.254,ssrf,0.8,0.95,easy
jwt_attack_medium_6617,在 HTTP 響應中發現 算法混淆 相關的 token 模式,jwt_attack,0.8,0.85,medium
jwt_attack_medium_3841,在 HTTP 響應中發現 算法混淆 相關的 token 模式,jwt_attack,0.8,0.85,medium
real_8_6346,e 也是常見特徵。 #### 2.1.4 Oracle Database 的 ORA 代碼體系 Oracle 的錯誤訊息具有最標準化的格式，均以 ORA- 代碼開頭，這使得自動化識別極為精確。 - *,sql_injection,0.85,0.8,medium
graphql_introspection_hard_5315,通過分析請求參數與響應差異，識別出 Schema 暴露 漏洞，關鍵指標為 __type,graphql_introspection,0.6,0.75,hard
sql_injection_hard_2765,通過分析請求參數與響應差異，識別出 UNION 查詢 漏洞，關鍵指標為 UNION SELECT,sql_injection,0.85,0.75,hard
jwt_attack_medium_2755,在 HTTP 響應中發現 簽名繞過 相關的 bearer 模式,jwt_attack,0.8,0.85,medium
ssrf_hard_3758,通過分析請求參數與響應差異，識別出 雲端元數據 漏洞，關鍵指標為 127.0.0.1,ssrf,0.8,0.75,hard
xss_medium_9460,在 HTTP 響應中發現 DOM 操作 相關的 innerHTML 模式,xss,0.75,0.85,medium
xss_medium_1658,在 HTTP 響應中發現 DOM 操作 相關的 onerror= 模式,xss,0.75,0.85,medium
idor_hard_1373,通過分析請求參數與響應差異，識別出 直接對象引用 漏洞，關鍵指標為 object reference,idor,0.7,0.75,hard
graphql_introspection_medium_8417,在 HTTP 響應中發現 內省查詢 相關的 __schema 模式,graphql_introspection,0.6,0.85,medium
graphql_introspection_medium_8162,在 HTTP 響應中發現 內省查詢 相關的 introspection 模式,graphql_introspection,0.6,0.85,medium
sql_injection_hard_7784,通過分析請求參數與響應差異，識別出 時間延遲 漏洞，關鍵指標為 syntax error,sql_injection,0.85,0.75,hard
graphql_introspection_medium_6712,在 HTTP 響應中發現 內省查詢 相關的 __schema 模式,graphql_introspection,0.6,0.85,medium
graphql_introspection_medium_7033,在 HTTP 響應中發現 內省查詢 相關的 GraphQL 模式,graphql_introspection,0.6,0.85,medium
ssrf_hard_3284,通過分析請求參數與響應差異，識別出 雲端元數據 漏洞，關鍵指標為 metadata,ssrf,0.8,0.75,hard
